,ID,ParentID,Timestamp,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_size,Sentiment,Confidence
1611,Ugw9BjFYmaH3FtR6kod4AaABAg,,2024-02-12T01:24:17Z,@fahrinazranrabbani2703,Ashel nya udah gk ada😔☝️,0,0,2024-02-12T01:24:17Z,Ashel nya udah gk ada,24,negative,0.9742416143417358
1620,Ugx38bmiMU1G4HQLklh4AaABAg,,2024-02-09T19:46:13Z,@TCLwandouyou,"Aku mencoba Melihat mentari senja!









8feb24🎉",0,0,2024-02-09T19:46:13Z,Aku mencoba Melihat mentari senja! 8feb24,61,neutral,0.9952825903892517
1631,UgwmCsxuXNBgKqEa-gV4AaABAg,,2024-02-08T11:56:24Z,@Indri-e5u,Freya muthe istighfar,0,0,2024-02-08T11:56:24Z,Freya muthe istighfar,21,neutral,0.5898948311805725
1634,UgwWMyu-Lk-pc_z4zTR4AaABAg,,2024-02-08T04:10:50Z,@ameyyraa,Keren,0,0,2024-02-08T04:10:50Z,Keren,5,positive,0.9971580505371094
1645,Ugyxb5SqkJT7RQx6epx4AaABAg,,2024-02-06T13:54:39Z,@efraymchandra,Marsha❤❤,0,0,2024-02-06T13:54:39Z,Marsha,8,neutral,0.7782905697822571
1646,UgxYyfdlgql85BGgjk54AaABAg,,2024-02-06T09:18:56Z,@BluShark6461,MUTHE ASTAGA 😭,0,0,2024-02-06T09:18:56Z,MUTHE ASTAGA,14,negative,0.9887921214103699
1647,UgzJ9UtTIoolBFFGtcd4AaABAg,,2024-02-06T03:50:13Z,@bintangcitraadipamungkas5342,Gak bahaya taa,0,0,2024-02-06T03:50:13Z,Gak bahaya taa,14,positive,0.98087477684021
1649,Ugz33JlER9f6e_JAxCh4AaABAg,,2024-02-05T14:25:23Z,@macelodonch7470,No Freyaa😢😢 3:09,0,0,2024-02-05T14:25:23Z,No Freyaa 3:09,16,neutral,0.9847031235694885
1651,UgxiGLBs1Hpf8RQxRUF4AaABAg,,2024-02-05T08:42:22Z,@hse3dbalam,JKT 48 ko jadi nya gini dah...,0,0,2024-02-05T08:42:22Z,JKT 48 ko jadi nya gini dah...,30,negative,0.9643919467926025
1666,UgzBoSdCOxmBzjGLNC54AaABAg,,2024-02-03T14:29:35Z,@mekoto1739,"Gimana cara nyanyi reff pertama gak masuk-masuk, kelebihan terus",0,0,2024-02-03T14:29:35Z,"Gimana cara nyanyi reff pertama gak masuk-masuk, kelebihan terus",64,neutral,0.9481854438781738
1670,UgwWO122Syo_OYpuDMp4AaABAg,,2024-02-02T14:28:22Z,@dwifirmansyah5177,Gerahhh banggtt nihh ac ac,0,0,2024-02-02T14:28:22Z,Gerahhh banggtt nihh ac ac,26,negative,0.9973810315132141
1675,UgzMrcxYA-aGzbxZCVZ4AaABAg,,2024-02-02T01:43:06Z,@KaryaParhusip,kerenn woioi.. SUGOIII,0,0,2024-02-02T01:43:06Z,kerenn woioi.. SUGOIII,22,positive,0.9898008704185486
1678,Ugww5WmC1aN_sMPLeLN4AaABAg,,2024-01-31T23:57:06Z,@ricosykes02,Hot parah 😂,0,0,2024-01-31T23:57:06Z,Hot parah,11,negative,0.9819783568382263
1679,Ugxv1o-1faOqrQq8AIt4AaABAg,,2024-01-31T13:08:30Z,@a_k_i_l_ap_u_t_r_ih_a_r_y_a_n,Vahseru,0,0,2024-01-31T13:08:30Z,Vahseru,7,positive,0.4839175343513489
1680,UgzX_gaLi_8kF2cZhFB4AaABAg,,2024-01-31T03:54:18Z,@ip_storekeeper7955,JKT48 VERSI LEBIH DEWASA .. TOPP AH KAMASUTRA,0,0,2024-01-31T03:56:05Z,JKT48 VERSI LEBIH DEWASA .. TOPP AH KAMASUTRA,45,neutral,0.49800390005111694
1681,Ugw_cws6QSVqUyEppHN4AaABAg,,2024-01-30T17:43:45Z,@TCLwandouyou,"Himawari.  Tetap streaming ya guys🎉







Aku nonton lagi pada 30 Januari 2O2Oempat,  Selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-30T17:43:45Z,"Himawari. Tetap streaming ya guys Aku nonton lagi pada 30 Januari 2O2Oempat, Selamat musim dingin, mari beat sampai 100 jeti",142,neutral,0.853352427482605
1682,UgyQXSPBF98j5WwG46x4AaABAg,,2024-01-30T06:59:44Z,@ClairineIvana,Salfok sama Freya pas bibir nya di deketin di bibir nya marsha,0,0,2024-01-30T06:59:44Z,Salfok sama Freya pas bibir nya di deketin di bibir nya marsha,62,neutral,0.7689898610115051
1686,UgztG8MGCtjLQICndmB4AaABAg,,2024-01-30T02:20:15Z,@hanifsetiadi9435,Parah2,0,0,2024-01-30T02:20:15Z,Parah2,6,negative,0.9980258941650391
1691,UgzEqvMTzZ_krHfTw1F4AaABAg,,2024-01-29T12:34:29Z,@Panjitanjung01,ok,0,0,2024-01-29T12:34:29Z,ok,2,positive,0.9444046020507812
1700,Ugyp8vltyvKtiZWlt194AaABAg,,2024-01-28T07:20:07Z,@Nay_lala,Cantik bgtt oshi oshi kuu 🤩🤩🫶🫶🫶,0,0,2024-01-28T07:20:07Z,Cantik bgtt oshi oshi kuu,31,positive,0.9954043626785278
1701,UgyKTfSQfVbwsTHawu54AaABAg,,2024-01-28T06:30:11Z,@shecilelgio1095,🔥🔥🔥🔥🔥🔥,0,0,2024-01-28T06:30:11Z,,6,positive,0.9428655505180359
1702,UgxCdFH2COrH0mj2oBR4AaABAg,,2024-01-27T17:39:54Z,@jinoie,Enak juga suara anak jkt,0,0,2024-01-27T17:39:54Z,Enak juga suara anak jkt,24,positive,0.9964788556098938
1703,UgxwWntm8yd1Gbn8T-p4AaABAg,,2024-01-27T11:22:20Z,@pakdesuwarlan4582,MARSHA GA SEMUA ORANG KUATT,0,0,2024-01-27T11:22:20Z,MARSHA GA SEMUA ORANG KUATT,27,negative,0.9306868314743042
1704,UgyfYtoKA_rIqufzOQB4AaABAg,,2024-01-27T03:43:25Z,@Madeby_gray,Tolong dong JOT sebelum ashel ls bikin versi dance practicenya,0,0,2024-01-27T03:43:25Z,Tolong dong JOT sebelum ashel ls bikin versi dance practicenya,62,neutral,0.9704970717430115
1705,Ugz1Bj0_ixouXddgOKh4AaABAg,,2024-01-26T23:45:49Z,@bukansyaaa,Muthee bahaya banget,0,0,2024-01-26T23:45:49Z,Muthee bahaya banget,20,negative,0.9974896907806396
1709,UgwEy7p49nUEfPgjD0R4AaABAg,,2024-01-25T10:04:37Z,@Desty-r6o,Judulnya Night butterfly,0,0,2024-01-25T10:04:37Z,Judulnya Night butterfly,24,neutral,0.8848962187767029
1716,UgyFiT6bskc5_KK3_Cd4AaABAg,,2024-01-25T01:49:44Z,@NoviHasanah-t3r,🎉🎉🎉🎉🎉🎉,0,0,2024-01-25T01:49:44Z,,6,positive,0.9428655505180359
1718,Ugw0zR2MoQtlzJM0hGV4AaABAg,,2024-01-24T01:45:46Z,@MuhammadIlham-wh2us,wih,0,0,2024-01-24T01:45:46Z,wih,3,positive,0.9910878539085388
1719,Ugz8G4gau1XZygCW6Wl4AaABAg,,2024-01-23T17:38:23Z,@TCLwandouyou,", tetap semangat  .  Tetap streaming ya guys🎉







Aku nonton lagi pada 23 Januari 2O2Oempat,  selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-23T17:38:23Z,", tetap semangat . Tetap streaming ya guys Aku nonton lagi pada 23 Januari 2O2Oempat, selamat musim dingin, mari beat sampai 100 jeti",152,positive,0.8288337588310242
1726,UgwJIUAhRXYOnTrJAy14AaABAg,,2024-01-22T13:27:44Z,@ElishaPutrikiswara,Baguss bgtt lgunyaa❤🎉,0,0,2024-01-22T13:27:44Z,Baguss bgtt lgunyaa,21,positive,0.9936728477478027
1729,UgwHBAUpSKDrV7-Zq9d4AaABAg,,2024-01-21T17:28:09Z,@TCLwandouyou,"Happy #Marsha  .  Tetap streaming ya guys🎉







Aku nonton lagi pada 21 Januari 2O2Oempat,  selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-21T17:28:09Z,"Happy #Marsha . Tetap streaming ya guys Aku nonton lagi pada 21 Januari 2O2Oempat, selamat musim dingin, mari beat sampai 100 jeti",149,positive,0.538491427898407
1730,UgwsP_ElT48QUKvX5uZ4AaABAg,,2024-01-21T15:22:57Z,@HanumMarifah,Keren banget😢❤,0,0,2024-01-21T15:22:57Z,Keren banget,14,positive,0.997103750705719
1731,UgydJa1IvOE5GLJsbXZ4AaABAg,,2024-01-21T11:41:35Z,@pendekarshterate,Absen Min Untuk Ayank Freyaaa❤❤❤❤,0,0,2024-01-21T11:41:35Z,Absen Min Untuk Ayank Freyaaa,33,neutral,0.9929900169372559
1733,Ugyt92iZuO1XB0LZr694AaABAg,,2024-01-21T09:37:53Z,@tiska0125,Mutheee guaaaa knp menggoda syekali disini😢❤,0,0,2024-01-21T09:37:53Z,Mutheee guaaaa knp menggoda syekali disini,44,negative,0.9869973659515381
1734,UgyKTL_pYSHI1tYhe3F4AaABAg,,2024-01-20T17:33:00Z,@TCLwandouyou,"Terima kasih, tetap semangat  .  Tetap streaming ya guys🎉







Aku nonton lagi pada 20 Januari 2O2Oempat,  selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-20T17:33:00Z,"Terima kasih, tetap semangat . Tetap streaming ya guys Aku nonton lagi pada 20 Januari 2O2Oempat, selamat musim dingin, mari beat sampai 100 jeti",164,positive,0.8856669068336487
1741,UgySh1dijUVui1acfa94AaABAg,,2024-01-20T03:13:19Z,@Bianca1604-f6n,Muthe udah dewasa,0,0,2024-01-20T03:13:19Z,Muthe udah dewasa,17,positive,0.922099232673645
1742,Ugwfjdrn4CuSnezKS4Z4AaABAg,,2024-01-19T04:46:24Z,@milkapampouwsth4621,Freya 😊😊😊,0,0,2024-01-19T04:46:24Z,Freya,9,positive,0.7639661431312561
1743,UgwBFiDVl-isVs6iAll4AaABAg,,2024-01-19T01:38:11Z,@ilyasazufar666,Overall 97 keren performnya menjiwai bgt btw liriknya sangat dalam syarat akan makna😢,0,0,2024-01-19T01:38:54Z,Overall 97 keren performnya menjiwai bgt btw liriknya sangat dalam syarat akan makna,85,positive,0.9958631992340088
1745,UgwNS-jmqQ_bRjPKrU94AaABAg,,2024-01-18T11:17:36Z,@mseptychan25,Bisa nih ci shani nyanyi ini pas konser grad,0,0,2024-01-18T11:17:36Z,Bisa nih ci shani nyanyi ini pas konser grad,44,neutral,0.9860566854476929
1746,UgyuSxbjT6b7fw6NTuB4AaABAg,,2024-01-18T05:52:46Z,@Christekhno,3 juta lebih gile oshibe,0,0,2024-01-18T05:52:46Z,3 juta lebih gile oshibe,24,negative,0.9674458503723145
1751,UgysiEQVnRorYazfkFt4AaABAg,,2024-01-17T13:42:42Z,@CharlieHxL,"setelah tergila gila sama hagavi,skrng ke oshibe",0,0,2024-01-17T13:42:42Z,"setelah tergila gila sama hagavi,skrng ke oshibe",48,neutral,0.8966813087463379
1754,Ugz_krUEWjefKrfoSvB4AaABAg,,2024-01-17T09:08:55Z,@Azam-ox3me,"2024









Let's go komentar tiap hari 🎉",0,0,2024-01-17T09:08:55Z,2024 Let's go komentar tiap hari,43,neutral,0.9978294968605042
1755,Ugwlfpo2caWSmsjCVjR4AaABAg,,2024-01-17T05:10:47Z,@alyafadilah2933,"Anggap aja itu cerita manusia biasa yang digoda oleh iblis2, saat beranjak dewasa wanita pasti ngerasa penasaran dengan hal ini itu",0,0,2024-01-17T05:11:02Z,"Anggap aja itu cerita manusia biasa yang digoda oleh iblis2, saat beranjak dewasa wanita pasti ngerasa penasaran dengan hal ini itu",131,negative,0.8965490460395813
1763,UgwYbN0xHJtyRn-kTm54AaABAg,,2024-01-15T14:59:27Z,@BinduBartolomeus,"@onthebluesky 

Siapapun elu.. pengamatan lu bagus dalam menilai sebuah seni.. cermat melihat pola yang gak di lihat sama orang orang lain..

Di indo banyak orang tolol yang langsung menilai mentah apa yang di tampilkan secara visual.",0,0,2024-01-15T14:59:27Z,@onthebluesky Siapapun elu.. pengamatan lu bagus dalam menilai sebuah seni.. cermat melihat pola yang gak di lihat sama orang orang lain.. Di indo banyak orang tolol yang langsung menilai mentah apa yang di tampilkan secara visual.,234,negative,0.9322715401649475
1766,Ugzhv4h4q7gPjpwy6hx4AaABAg,,2024-01-14T11:38:19Z,@agungbudimiantoro3872,Please ayangku marsha jangan diajarin hal yang gk senonoh ya..,0,0,2024-01-14T11:38:19Z,Please ayangku marsha jangan diajarin hal yang gk senonoh ya..,62,negative,0.9933666586875916
1767,UgyeawnJwHvRFKWdLWF4AaABAg,,2024-01-14T01:54:39Z,@LazimahmawadhatulHusna,Pingin banget masuk JKT48 😄😄😄🎉🎉,0,0,2024-01-14T01:54:39Z,Pingin banget masuk JKT48,31,positive,0.46801650524139404
1770,UgxPwVb9A5prx5S8z7Z4AaABAg,,2024-01-13T13:27:22Z,@tenggiriiiii9271,"Lagunya enak sampe joget"" di wc aku",0,0,2024-01-13T13:27:22Z,"Lagunya enak sampe joget"" di wc aku",35,positive,0.99638831615448
1771,Ugw-aUPUsJyze9CpZrx4AaABAg,,2024-01-13T07:20:36Z,@adelaulia1332,Kangen sama adel,0,0,2024-01-13T07:20:36Z,Kangen sama adel,16,positive,0.9802522659301758
1787,UgwgAK_myRMunSavi5N4AaABAg,,2024-01-11T10:02:21Z,@rikarahayu2933,Kk marsha cantikkkkkkk bgttttt 😭😭😭😭😭😭😭😭,0,0,2024-01-11T10:02:21Z,Kk marsha cantikkkkkkk bgttttt,39,positive,0.9925073981285095
1788,UgxoVY7WACzYOsKoPGx4AaABAg,,2024-01-11T08:17:08Z,@shafiradwini8657,😵,0,0,2024-01-11T08:17:08Z,,1,positive,0.9428655505180359
1789,UgyJDe8FVdpfsQD0NxN4AaABAg,,2024-01-11T07:11:16Z,@Azam-ox3me,"2024















Lets go komentar yaa",0,0,2024-01-11T07:11:16Z,2024 Lets go komentar yaa,40,neutral,0.995179295539856
1791,UgzFvu45ijmJKQxrQ854AaABAg,,2024-01-11T02:06:36Z,@valya_sfl,https://youtu.be/UI-IzmTGWdY?si=PIXDbgKDujOAv8SL,0,0,2024-01-11T02:06:36Z,https://youtu.be/UI-IzmTGWdY?si=PIXDbgKDujOAv8SL,48,neutral,0.9893278479576111
1792,Ugw-VhZmHM4vWdRvvEV4AaABAg,,2024-01-10T14:52:49Z,@rikarahayu2933,pengen diulang terusss 😭😭😭😭😭,0,0,2024-01-10T14:52:49Z,pengen diulang terusss,28,negative,0.9889777302742004
1793,UgyGoJtBDiP1VObuPzF4AaABAg,,2024-01-10T13:48:36Z,@RezaAlfarezajaelani-y9q,Tema mesir gt gk sihhh❤😊,0,0,2024-01-10T13:48:36Z,Tema mesir gt gk sihhh,24,negative,0.9757365584373474
1794,UgzMeVcuXLbxRP94X9h4AaABAg,,2024-01-10T13:27:53Z,@sy_ty1716,"Waaitt ini mv keren bgtt, dance nya bagusss 10/10👏 Paham nih klo mreka iblis2 yg ngegoda si putih smpe jdi dark gtu, tpi... Itu smpe kisseu gaksih? Apa cmn gue doang yg notice😣",0,0,2024-01-10T13:27:53Z,"Waaitt ini mv keren bgtt, dance nya bagusss 10/10 Paham nih klo mreka iblis2 yg ngegoda si putih smpe jdi dark gtu, tpi... Itu smpe kisseu gaksih? Apa cmn gue doang yg notice",176,negative,0.8198359608650208
1795,UgwaZGhL9s5ZyVrvoIZ4AaABAg,,2024-01-10T10:57:17Z,@frendyekastyabudi3962,kerennnnn,0,0,2024-01-10T10:57:17Z,kerennnnn,9,positive,0.9969542026519775
1799,UgyzrEehJicB_m5a4Ch4AaABAg,,2024-01-10T06:47:08Z,@GilangFf-d4k,Ashel cantik bet sumpah 😮,0,0,2024-01-10T06:47:08Z,Ashel cantik bet sumpah,25,positive,0.9946632385253906
1806,UgwHoW1D4mXILKTSIFx4AaABAg,,2024-01-09T08:34:40Z,@aldizawd6000,marsha nyawa oshibe banget si,0,0,2024-01-09T08:34:40Z,marsha nyawa oshibe banget si,29,positive,0.9822595119476318
1807,UgzGkc8-ykGXfFumzxp4AaABAg,,2024-01-09T05:52:28Z,@TaylorSwiftiesy,Hbd Achelll dan maenggggg,0,0,2024-01-09T05:52:28Z,Hbd Achelll dan maenggggg,25,positive,0.985471248626709
1808,UgzMuaiutMvawidYd5d4AaABAg,,2024-01-08T18:27:52Z,@TCLwandouyou,"Kami semua akan ingat kamu. Tetap streaming ya guys🎉







Aku nonton lagi pada 8 Januari 2O2Oempat,  selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-08T18:27:52Z,"Kami semua akan ingat kamu. Tetap streaming ya guys Aku nonton lagi pada 8 Januari 2O2Oempat, selamat musim dingin, mari beat sampai 100 jeti",159,positive,0.7417804598808289
1811,UgyPFxcbFrCDn5A8MD54AaABAg,,2024-01-08T12:13:53Z,@I_dont_now_whyy,Tapi sumpah ini tuh lagunya enak bangett jujur,0,0,2024-01-08T12:13:53Z,Tapi sumpah ini tuh lagunya enak bangett jujur,46,positive,0.9972232580184937
1824,UgzjYsfNbLnmCyZ9I4N4AaABAg,,2024-01-07T10:29:11Z,@okiedokiess,busett kaa muthee,0,0,2024-01-07T10:29:11Z,busett kaa muthee,17,negative,0.7662419676780701
1829,UgxzRdA0IQMIRyMzMA94AaABAg,,2024-01-07T06:17:56Z,@alikanayla6969,Telat 9 bulan,0,0,2024-01-07T06:17:56Z,Telat 9 bulan,13,negative,0.996863842010498
1834,Ugy0RprQnyOEAQEhugd4AaABAg,,2024-01-07T03:26:04Z,@lombaakun6676,artinya miris sih,0,0,2024-01-07T03:26:04Z,artinya miris sih,17,negative,0.9978212118148804
1838,Ugz1ez3VIqklifS5qsB4AaABAg,,2024-01-06T12:25:44Z,@Zyyacldnbcca,"Konsep lagi ini seperti remaja yang digoda untuk membuat yg tidak baik, itu sebabnya pakaian nya berubah menjadi hitam",0,0,2024-01-06T12:25:44Z,"Konsep lagi ini seperti remaja yang digoda untuk membuat yg tidak baik, itu sebabnya pakaian nya berubah menjadi hitam",118,negative,0.9941120743751526
1839,Ugz2BYRt4lvn77tGcVN4AaABAg,,2024-01-06T12:25:33Z,@Zyyacldnbcca,"Konsep lagi ini seperti remaja yang digoda untuk membuat yg tidak baik, itu sebabnya pakaian nya berubah menjadi hitam",0,0,2024-01-06T12:25:33Z,"Konsep lagi ini seperti remaja yang digoda untuk membuat yg tidak baik, itu sebabnya pakaian nya berubah menjadi hitam",118,negative,0.9941120743751526
1840,Ugz3lEmqu_YjB-5Iqh94AaABAg,,2024-01-06T11:01:43Z,@SuciNingrum-m3g,aku nonton ini ada kali 20 kali😅,0,0,2024-01-06T11:01:43Z,aku nonton ini ada kali 20 kali,32,neutral,0.902981698513031
1857,Ugx6nHJ_qA1NH-XVCmd4AaABAg,,2024-01-05T00:58:25Z,@stellarisskr,"Ingat
kupu-kupu malam metafora untuk pergantian",0,0,2024-01-05T00:58:25Z,Ingat kupu-kupu malam metafora untuk pergantian,47,neutral,0.8935166597366333
1858,UgyfUGAYrirQnqjHoQd4AaABAg,,2024-01-05T00:48:44Z,@mochrido5579,😮😮😮😮 baru Nemu lagu ini gile bet 🎉🎉,0,0,2024-01-05T00:48:44Z,baru Nemu lagu ini gile bet,35,negative,0.8624878525733948
1859,UgwS8dTkXA-JX66dcBp4AaABAg,,2024-01-04T18:13:15Z,@TCLwandouyou,"Ganbatte shani . Tetap streaming ya guys🎉







Aku nonton lagi pada empat Januari 2O2Oempat,  selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-04T18:13:15Z,"Ganbatte shani . Tetap streaming ya guys Aku nonton lagi pada empat Januari 2O2Oempat, selamat musim dingin, mari beat sampai 100 jeti",152,neutral,0.6165187954902649
1866,Ugze5uyHiitKYvU9Sxd4AaABAg,,2024-01-04T05:14:54Z,@HalwiyaHalwiya-dx4gu,Senyum balas senyum,0,0,2024-01-04T05:14:54Z,Senyum balas senyum,19,positive,0.9718514680862427
1873,UgzzRQKsycIGpiZP-TJ4AaABAg,,2024-01-03T08:44:49Z,@kyysukaindira,gg,0,0,2024-01-03T08:44:49Z,gg,2,negative,0.9282138347625732
1874,UgzdZO5rXByKKsbVDRJ4AaABAg,,2024-01-03T03:47:41Z,@RealmeE-j1o,Maeng lebih ganas ❤❤,0,0,2024-01-03T03:47:41Z,Maeng lebih ganas,20,positive,0.6251792907714844
1878,Ugz9OmLJdlUYjdhCPBB4AaABAg,,2024-01-02T14:40:40Z,@DenikMauludia,Konsepnya keren 👍👍🌹,0,0,2024-01-02T14:40:40Z,Konsepnya keren,19,positive,0.9972357153892517
1879,UgzcxL43Ml_5y1Tq9qt4AaABAg,,2024-01-02T13:05:11Z,@clowe5692,"TERCANDU"" BBGTT",0,0,2024-01-02T13:05:11Z,"TERCANDU"" BBGTT",15,positive,0.8513717651367188
1881,UgzaOfpFee1Si313IxR4AaABAg,,2024-01-02T08:25:20Z,@mella442,Telat beberapa bulan buat komen😅,0,0,2024-01-02T08:25:20Z,Telat beberapa bulan buat komen,32,negative,0.9970851540565491
1882,Ugwud8nYtRbWFhyUywV4AaABAg,,2024-01-01T23:11:09Z,@syaqilaatiqah5308,Dan juga kalo nonton ini mah ga bakal bosan bosan,0,0,2024-01-01T23:11:09Z,Dan juga kalo nonton ini mah ga bakal bosan bosan,49,positive,0.9967378973960876
1884,UgwDmt-0SsKBI12-wzB4AaABAg,,2024-01-01T17:20:52Z,@TCLwandouyou,"New Year eve tetap streaming ya guys🎉







Aku nonton lagi pada 31 desember 2O23,  selamat musim dingin, mari beat  sampai 100 jeti",0,0,2024-01-01T17:20:52Z,"New Year eve tetap streaming ya guys Aku nonton lagi pada 31 desember 2O23, selamat musim dingin, mari beat sampai 100 jeti",141,neutral,0.641784131526947
1885,UgzuNkyqMMLqzczR5ll4AaABAg,,2024-01-01T09:09:35Z,@q-rainch,wow,0,0,2024-01-01T09:09:35Z,wow,3,positive,0.9936560392379761
1888,Ugw-dcMJI48WP76EixZ4AaABAg,,2024-01-01T05:32:44Z,@MaulayaLathif,Sumpah disini matcha cantik bet,0,0,2024-01-01T05:32:44Z,Sumpah disini matcha cantik bet,31,positive,0.9963550567626953
1891,UgzyCJxSW2BIrI5KGA14AaABAg,,2023-12-31T14:46:46Z,@ytta4499,seremmm😊,0,0,2023-12-31T14:46:46Z,seremmm,8,negative,0.9943090677261353
1892,UgywvtKRjnYSTOSqqqR4AaABAg,,2023-12-31T12:15:51Z,@ical46chanel,candu sih❤,0,0,2023-12-31T12:15:51Z,candu sih,10,negative,0.9426494240760803
1894,Ugy_P9SjJy_0lTIiDQF4AaABAg,,2023-12-30T21:08:28Z,@kodratAlim,Candu Lagunya...,0,0,2023-12-30T21:08:28Z,Candu Lagunya...,16,negative,0.6245471835136414
1918,UgylAa0w7Hz4fA_NXg94AaABAg,,2023-12-29T23:54:46Z,@evasundari2445,Jadi inget lagunya sailormoon 😅,0,0,2023-12-29T23:54:46Z,Jadi inget lagunya sailormoon,31,positive,0.9145771861076355
1921,UgyIjdq5uz5FSs7-69d4AaABAg,,2023-12-29T07:37:19Z,@dhiasar0904,ARGHHHHH gila ini love sekebon ❤❤❤❤❤❤❤❤,0,0,2023-12-29T07:37:19Z,ARGHHHHH gila ini love sekebon,39,negative,0.9687410593032837
1922,UgzvmSy41Vo2Htk_E6l4AaABAg,,2023-12-29T07:34:17Z,@RizalAhmad-xj3yi,konsepnya berani juga😅😅😅,0,0,2023-12-29T07:34:17Z,konsepnya berani juga,24,positive,0.991304874420166
1923,UgxctL2Om0Ia0uIq0bx4AaABAg,,2023-12-29T04:42:52Z,@mutiahmd,"konsepnya bagusss, cuma mungkin org ngira beberapa sesi gerakannya agak sedikit vulgar aja",0,0,2023-12-29T04:42:52Z,"konsepnya bagusss, cuma mungkin org ngira beberapa sesi gerakannya agak sedikit vulgar aja",90,negative,0.5668546557426453
1924,UgwI-bKh8TQ8maSw0SV4AaABAg,,2023-12-28T18:58:01Z,@w.s48__,Marshaa,0,0,2023-12-28T18:58:01Z,Marshaa,7,positive,0.820451021194458
1929,Ugwe-cikh7jCG8yemMp4AaABAg,,2023-12-28T11:49:03Z,@hobiburungdanbonsainusanta2848,Kurang suka lagu ini,0,0,2023-12-28T11:49:03Z,Kurang suka lagu ini,20,negative,0.9975183010101318
1930,UgzTOoZjBB8mLN2fySx4AaABAg,,2023-12-28T06:44:58Z,@ossamahendra2830,Kereen,0,0,2023-12-28T06:44:58Z,Kereen,6,positive,0.991486132144928
1933,Ugyu8CsIpTbIPHVaTll4AaABAg,,2023-12-27T13:19:59Z,@Yuki_bugis,Ini tentang ap coy😌,0,0,2023-12-27T13:19:59Z,Ini tentang ap coy,19,negative,0.9542666673660278
1934,UgwTVCUvHC2tk8EGgO54AaABAg,,2023-12-27T11:03:32Z,@nimoee,.,0,0,2023-12-27T11:03:32Z,.,1,neutral,0.5089282393455505
1936,Ugz-1weIFs6wCNb_BSh4AaABAg,,2023-12-27T05:06:43Z,@MyOshiFlora,bolak balik 100 kali ke sini😢,0,0,2023-12-27T05:06:43Z,bolak balik 100 kali ke sini,29,neutral,0.9506796598434448
1937,UgzBIHTWNgUjyQvpRLB4AaABAg,,2023-12-27T00:16:46Z,@awesomebroke,"Tiap ngajak pacar jalan ortunya selalu pesan, ”hati-hati”.

Yg maksudnya jangan sampai kecelakaan jatuh ke jurang kenikmatan. wkwkkwk.


Ya gweh ga akan gas kalau cewenya ga minta duluan. Tp ya masih pun cewenya minta cium aku tetep tolak. Takutnya lanjut ke stage berikutnya. 

Inget sebagai cowok lu yg megang kendali, ya masih pun pacaran emang Haram tp ya jgn sampe hamilin/perawanin anak orang yg belum sah.",0,0,2023-12-27T00:16:46Z,"Tiap ngajak pacar jalan ortunya selalu pesan, hati-hati. Yg maksudnya jangan sampai kecelakaan jatuh ke jurang kenikmatan. wkwkkwk. Ya gweh ga akan gas kalau cewenya ga minta duluan. Tp ya masih pun cewenya minta cium aku tetep tolak. Takutnya lanjut ke stage berikutnya. Inget sebagai cowok lu yg megang kendali, ya masih pun pacaran emang Haram tp ya jgn sampe hamilin/perawanin anak orang yg belum sah.",412,negative,0.9631036520004272
1962,Ugx-Ngu_5SV81daDD394AaABAg,,2023-12-25T12:01:32Z,@aseptatang1306,Ada adegan ciuman😮,0,0,2023-12-25T12:01:32Z,Ada adegan ciuman,18,neutral,0.9088537096977234
1988,UgwTaLext_b7f6bku8R4AaABAg,,2023-12-24T04:18:48Z,@nandaios6804,yg kostum jkt siapa..?,0,0,2023-12-24T04:18:48Z,yg kostum jkt siapa..?,22,negative,0.9232948422431946
1995,UgyvdUnXprCG00_BM_V4AaABAg,,2023-12-23T23:27:26Z,@Arka327,Tapi konsepnya bagus,0,0,2023-12-23T23:27:26Z,Tapi konsepnya bagus,20,positive,0.9958674907684326
1998,UgxEUqGaXLCDZbTUJ6d4AaABAg,,2023-12-23T20:54:43Z,@MOB-sis,yang 3:08 itu kocak coooo hhhhh,0,0,2023-12-23T20:54:43Z,yang 3:08 itu kocak coooo hhhhh,31,positive,0.9430019855499268
1999,UgxIcgtwBF8OmdjdiG54AaABAg,,2023-12-23T20:47:39Z,@MOB-sis,ya Alloh Freya gija co kocak,0,0,2023-12-23T20:47:39Z,ya Alloh Freya gija co kocak,28,positive,0.9453896880149841
2000,Ugy1NbJlHaufPdD3bWx4AaABAg,,2023-12-23T19:01:55Z,@nisaa754,Kecanduan anjay 😭😭😭,0,0,2023-12-23T19:01:55Z,Kecanduan anjay,19,negative,0.9961040019989014
