ID,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_clean_words,Sentiment_score,Sentiment
Ugxp0hynvxchmjF7Wpx4AaABAg,@dogcry0184,aku mau freya tiap harii😋😋😋,1,0,2023-05-01T11:40:22Z,aku mau freya tiap harii,freya harii,0,neutral
Ugy0Lmkt-oQIcHBctSd4AaABAg,@kambasku6886,Lghdtv+ 😢,1,0,2023-05-01T05:53:23Z,Lghdtv+,lghdtv,0,neutral
UgzqizVGWRnWvYu7LaR4AaABAg,@tamagaudenzi375,marshaaa mutheee,1,0,2023-05-01T04:56:25Z,marshaaa mutheee,marsha muthe,0,neutral
UgyJff5X8p9iWECNcfZ4AaABAg,@gajahmada761,kenapa sus banget sih😭😭,1,0,2023-04-22T14:05:45Z,kenapa sus banget sih,sus banget,0,neutral
Ugy9_277L5rtwjYbcnx4AaABAg,@tEddyakabEpapatkutusmulyana,Lu goblok.,1,0,2023-04-09T13:42:13Z,Lu goblok.,kamu bodoh,-1,negative
Ugx4f7Ivbc7sAgh3zbZ4AaABAg,@tEddyakabEpapatkutusmulyana,PakEk lirik palsu elo lagi lagu elo.,1,0,2023-03-31T01:11:20Z,PakEk lirik palsu elo lagi lagu elo.,pakek lirik palsu elo lagu elo,-1,negative
UgygV2qWa9ksYWnB3PB4AaABAg,@tEddyakabEpapatkutusmulyana,"PEngEn mElody nurramdhani masuk penjara aja, copotin hijab elo mElotod?",1,0,2023-03-31T01:09:39Z,"PEngEn mElody nurramdhani masuk penjara aja, copotin hijab elo mElotod?",pengen melody nurramdhani masuk penjara saja copotin hijab elo melotod,-1,negative
UgwZ5d0w8rPYw2BQo9J4AaABAg,@tEddyakabEpapatkutusmulyana,"Emang gini dah kepEngEn Enak in kaontaol penonton, PSK viral di youtube, coba kalok aparat gerebek aja fx sudirman nya guwE tandain elo.",1,0,2023-03-31T01:07:10Z,"Emang gini dah kepEngEn Enak in kaontaol penonton, PSK viral di youtube, coba kalok aparat gerebek aja fx sudirman nya guwE tandain elo.",emang gini deh mau enak kaontaol penonton psk viral youtube coba kalok aparat gerebek saja fx sudirman guwe tandain elo,1,positive
UgyE5cxzqqKiOkscD1p4AaABAg,@tEddyakabEpapatkutusmulyana,Agama lo apa nyEd? Sini gw bakar lo kalok berani balik ke bali lagi.,1,0,2023-03-21T09:12:42Z,Agama lo apa nyEd? Sini gw bakar lo kalok berani balik ke bali lagi.,agama kamu nyed saya bakar kamu kalok berani bali,1,positive
UgyiTqMFVUF5kJTqEEV4AaABAg,@-.--..-.-,o,1,0,2023-03-18T14:14:42Z,o,,0,neutral
UgwRq690Osdexc2y0Sd4AaABAg,@HantuBanyu-o5y,BLUNDER,1,0,2023-03-18T07:56:35Z,BLUNDER,blunder,-1,negative
UgwHpzgq9jGuu96Z3jZ4AaABAg,@silenceglaive,"Wkwkwk... @Rahayu Art  berusaha banget mati-matian untuk menghasut dan tidak lupa dengan ujaran kebenciannya di channel ini...
Saya hargai kritiknya, bukan dengan ujaran kebenciannya...",1,0,2023-03-18T04:15:15Z,"Wkwkwk...@Rahayu Art berusaha banget mati-matian untuk menghasut dan tidak lupa dengan ujaran kebenciannya di channel ini... Saya hargai kritiknya, bukan dengan ujaran kebenciannya...",tertawa art berusaha banget matimatian menghasut lupa ujaran kebenciannya channel hargai kritiknya ujaran kebenciannya,-2,negative
UgyGljJjW6d5FfRdhMZ4AaABAg,@BerusahaMenadah-do4k4nK4m1,https://youtu.be/jhLF7NjVRqg Langsung Berdiri Mendengar Suara Semoga Makin Sukses Kencang Segalanya Selamat Dunia Akhirat,1,0,2023-03-17T22:23:28Z,https://youtu.be/jhLF7NjVRqg Langsung Berdiri Mendengar Suara Semoga Makin Sukses Kencang Segalanya Selamat Dunia Akhirat,langsung berdiri mendengar suara semoga sukses kencang selamat dunia akhirat,2,positive
UgxuWSmJO_qi0gp3Sxh4AaABAg,@alfiansyahrahman1031,Tetep memberi unsur lgbtq sih mneurutku,1,0,2023-03-17T12:30:48Z,Tetep memberi unsur lgbtq sih mneurutku,tetep unsur lgbtq mneurutku,0,neutral
UgwUfuxZNMBJ5rph8vl4AaABAg,@faii.RamadhanMarantika,afa iyah enak ?,1,0,2023-03-17T12:18:54Z,afa iyah enak ?,afa iyah enak,1,positive
Ugw0ibUSPbh25vTsulN4AaABAg,@fahrisahputrasayangfiony,Patroli dulu siapa tau bisa tangkap,1,0,2023-03-17T10:42:50Z,Patroli dulu siapa tau bisa tangkap,patroli tahu tangkap,0,neutral
UgyyIArIMra82FRUjSR4AaABAg,@donfil8195,"Mantab JOT 😍😍👍👍 Next janlup keluarin juga foto Gravure semua member,yang masih underage juga gpp JOT 😍😍😋😋",1,0,2023-03-17T09:26:57Z,"Mantab JOT Next janlup keluarin juga foto Gravure semua member,yang masih underage juga gpp JOT",mantab jot lanjut janlup keluarin foto gravure memberyang underage tidak apa-apa jot,0,neutral
UgzYZu8ivXCQBbcGv1p4AaABAg,@mo1tt100,JKTlgbt48,1,0,2023-03-17T09:01:58Z,JKTlgbt48,jktlgbt,0,neutral
UgyrKJusNfw4M4lil514AaABAg,@Alif24Nizar,baca komentarnya bukannya malah nyanyi tapi malah nyebut 33X (lebih kayanya) dong 😭😭,1,0,2023-03-17T05:33:21Z,baca komentarnya bukannya malah nyanyi tapi malah nyebut 33X (lebih kayanya) dong,baca komentarnya nyanyi nyebut x kayaknya,0,neutral
UgzjFneo5QOTZsvX8114AaABAg,@May-ui9vv,Anj,1,0,2023-03-17T03:23:18Z,Anj,anj,0,neutral
UgxGrvOXXeEjg5KeJ154AaABAg,@keziabe,Mutheee km berdosa😭,1,0,2023-03-17T03:07:58Z,Mutheee km berdosa,muthe kamu berdosa,-1,negative
Ugy1ZPrRj6KApR3SI5F4AaABAg,@mickelbillysan,Tes,1,0,2023-03-16T23:45:37Z,Tes,tes,0,neutral
UgzVMBkoQk1GeWtIBnF4AaABAg,@DAFTARINFOO,Aga dag Dig dug khusus lagu ini...,1,0,2023-03-16T16:03:37Z,Aga dag Dig dug khusus lagu ini...,aga dag dig dug khusus lagu,2,positive
UgzNWXSwBCxTs8cgaZJ4AaABAg,@farhanfikri390,kownnn,1,0,2023-03-16T14:38:17Z,kownnn,kown,0,neutral
Ugz1OTtX8bDJtGs8zH14AaABAg,@nayeonjeongyeon3126,.,1,0,2023-03-16T12:49:15Z,.,,0,neutral
UgxMeFvoBGKV-aC1ylR4AaABAg,@margaretha3668,Andai masih ada friskaaa arghhh,1,0,2023-03-16T12:24:24Z,Andai masih ada friskaaa arghhh,andai friska argh,0,neutral
UgwMCJY4r9ayAkugHGp4AaABAg,@kuroketto,konsepnye special ramadhan,1,0,2023-03-16T09:04:34Z,konsepnye special ramadhan,konsepnye special ramadhan,0,neutral
Ugyk1rXXMb2eiPhkrhV4AaABAg,@マノバンリサ,Dikit lagi 600k nihhh. Semangat streamingnya 💪💪💪,1,0,2023-03-16T08:42:45Z,Dikit lagi 600k nihhh. Semangat streamingnya,dikit ke nih semangat streamingnya,1,positive
UgyO3q63u5ziJcMAagV4AaABAg,@kebutuhanrumahkita,Edisi ramadhan,1,0,2023-03-16T07:17:56Z,Edisi ramadhan,edisi ramadhan,0,neutral
UgyzTv1n_uj_3t1bpQF4AaABAg,@ivaineska8228,Tinggal menunggu waktu di event/konser apa mereka bakal tampilkan versi ini :),1,0,2023-03-16T07:07:14Z,Tinggal menunggu waktu di event/konser apa mereka bakal tampilkan versi ini :),tinggal menunggu eventkonser tampilkan versi,0,neutral
Ugzm4QPyk46uQI8oEOp4AaABAg,@TGEDsasaki,"Kalau ze jangan cari orang lain buat cium dia, biar qw aja. Awas lu pada mau cewek kek ato cowok kek. Qw yg nyium ze",1,0,2023-03-16T06:41:24Z,"Kalau ze jangan cari orang lain buat cium dia, biar qw aja. Awas lu pada mau cewek kek ato cowok kek. Qw yg nyium ze",ze cari orang cium biar qw saja awas kamu cewek seperti atau cowok seperti qw yang nyium ze,1,positive
UgydjL6GMjj8evXKn7F4AaABAg,@siicege,"Apeni Apeni, ARABIAN NIGHT GINI KONSEP NYE",1,0,2023-03-16T06:39:46Z,"Apeni Apeni, ARABIAN NIGHT GINI KONSEP NYE",apeni apeni arabian night gini konsep nye,0,neutral
UgxlOOi9z_ZfHANN0E54AaABAg,@russellgreenleo7894,"Keren.... Keren.... ❤❤❤❤
Lagi lagi lagi....",1,0,2023-03-16T06:12:58Z,Keren.... Keren.... Lagi lagi lagi....,keren keren,2,positive
UgzFImAKpW_yHQnz7154AaABAg,@davidragil8327,Inget mtps,1,0,2023-03-16T04:57:02Z,Inget mtps,inget mtps,0,neutral
UgwewRJhpBX1P95V9T54AaABAg,@siocong5056,SEXUALIZING UNDERAGE!!!!,1,0,2023-03-16T04:46:00Z,SEXUALIZING UNDERAGE!!!!,sexualizing underage,0,neutral
UgxiiSqNvfTY1B1eSo14AaABAg,@FAMEID,Cepet bgt asli hahahaha,1,0,2023-03-16T04:11:53Z,Cepet bgt asli hahahaha,cepat banget asli hahahaha,2,positive
Ugzobyafc9wKg_XYb_d4AaABAg,@fye13,Gassss,1,0,2023-03-16T02:18:22Z,Gassss,gas,0,neutral
UgyAE31jOucoS3Kk2VB4AaABAg,@tegarsuryakarya8812,keren baget,1,0,2023-03-16T02:13:39Z,keren baget,keren baget,1,positive
Ugxsd0khxG2LS6Z3NgN4AaABAg,@eggyfawwas5384,aaa bagus bgt,1,0,2023-03-16T02:13:35Z,aaa bagus bgt,a bagus banget,1,positive
UgxM1nqPXcgw1bM8xTh4AaABAg,@arisur1504,JKT masuk Bollywood,1,0,2023-03-16T01:42:21Z,JKT masuk Bollywood,jkt masuk bollywood,0,neutral
UgwfQnsci0VH9f-r79B4AaABAg,@DVS97,Hmmm,1,0,2023-03-16T01:41:25Z,Hmmm,hm,0,neutral
UgxdJzndbgOCo2hnutV4AaABAg,@DVS97,Keren,1,0,2023-03-16T01:39:48Z,Keren,keren,1,positive
Ugzj1wpFy6AqEXKq9kV4AaABAg,@mbah3673,Aransement Kerenn,1,0,2023-03-16T01:13:22Z,Aransement Kerenn,aransement kerenn,0,neutral
Ugzf0LwFP-neJ05XGY54AaABAg,@chandpeter580,Keren banget JKT48 konsep lagu bagus dan member nya hebat bawain ini lagu dan tarian mereka amazing marsha ashel muthe freya kathrina,1,0,2023-03-16T00:45:43Z,Keren banget JKT48 konsep lagu bagus dan member nya hebat bawain ini lagu dan tarian mereka amazing marsha ashel muthe freya kathrina,keren banget jkt48 konsep lagu bagus member hebat bawain lagu tarian amazing marsha ashel muthe freya kathrina,6,positive
UgytoJmc4bEHcmIHSgV4AaABAg,@_intanpurr2419,JKT48 jaya jaya jaya,1,0,2023-03-16T00:41:54Z,JKT48 jaya jaya jaya,jkt48 jaya jaya jaya,0,neutral
UgzpX2f5Nz6ZYlVj3Sl4AaABAg,@ellaashel7846,Kerennnn bgt woi oshibe 😭,1,0,2023-03-16T00:41:37Z,Kerennnn bgt woi oshibe,keren banget oshibe,1,positive
Ugwr80hMIxVhgR-Z0_J4AaABAg,@ellaashel7846,Jeketiiiiiiii,1,0,2023-03-16T00:41:12Z,Jeketiiiiiiii,jeketi,0,neutral
UgwyQ6iw3aWvdTdqDzJ4AaABAg,@esmelonjus,"semua bagus tp Ashel paling the best disini, actingnya sm raut muka nya dpt bgt",1,0,2023-03-15T23:31:24Z,"semua bagus tp Ashel paling the best disini, actingnya sm raut muka nya dpt bgt",bagus tapi ashel best actingnya sm raut muka dapat banget,2,positive
UgyAIew24WHJ2y1cyHN4AaABAg,@28_gayuhagunglaksono15,Sangat keren,1,0,2023-03-15T23:07:25Z,Sangat keren,keren,1,positive
UgwMLXMp4X93O2rwDOV4AaABAg,@irh58,"Life Hack :
Playback Speed 0.75x for passionate mode
Play back Speed 1.25x for upbeat anti ngantuk",1,0,2023-03-15T23:06:59Z,Life Hack : Playback Speed 0.75x for passionate mode Play back Speed 1.25x for upbeat anti ngantuk,life hack playback speed x passionate mode play back speed x upbeat anti ngantuk,0,neutral
UgzLNuamKnOoo47Leeh4AaABAg,@reseamatlubabi,Keren,1,0,2023-03-15T23:04:54Z,Keren,keren,1,positive
UgwWjB_Va24rMov_tzF4AaABAg,@irh58,"rame ni di twitter, moga ga di-_take down_ ya",1,0,2023-03-15T22:49:57Z,"rame ni di twitter, moga ga di-_take down_ ya",ramai ini twitter moga ditake,-1,negative
UgyT4dVhPSVdtKl85F14AaABAg,@irh58,"Sub-unit we don't know we needed, good job JOT",1,0,2023-03-15T22:48:42Z,"Sub-unit we don't know we needed, good job JOT",subunit dont know needed good job jot,1,positive
UgyW4Q79n8AtfUwhV054AaABAg,@welliambadri29,Kenapa kalian tidak mendesak pemerintah untuk meluruskan artist banci dan bencong yang bertebaran di seluruh Indonesia dulu!? Yang sudah ada sejak dulu!!,1,0,2023-03-15T22:39:05Z,Kenapa kalian tidak mendesak pemerintah untuk meluruskan artist banci dan bencong yang bertebaran di seluruh Indonesia dulu!? Yang sudah ada sejak dulu!!,mendesak pemerintah meluruskan artist banci banci bertebaran indonesia,0,neutral
UgzU5LjS1JKTXiklxyR4AaABAg,@Peraya_Lertprasert,Abis subuh balik lagi,1,0,2023-03-15T22:12:34Z,Abis subuh balik lagi,habis subuh,1,positive
UgziyH-lA_OmIws01oV4AaABAg,@robex_juneperboi4876,"Marsha kawaii bgt 🥰

Ayo bisa yok tembus 1JT viewer",1,0,2023-03-15T20:38:08Z,Marsha kawaii bgt Ayo bisa yok tembus 1JT viewer,marsha kawaii banget ayo yok tembus jt viewer,0,neutral
Ugw6zNyBFpqMpQMlB3d4AaABAg,@AhmadRifai-fu5fv,Trending,1,0,2023-03-15T20:05:06Z,Trending,trend,0,neutral
UgztCUICqRmYN_Vu5-p4AaABAg,@gilangramadhan-us5kw,JKT48 versi Mulan Jameela ❤️😯,1,0,2023-03-15T18:02:09Z,JKT48 versi Mulan Jameela,jkt48 versi mulan jameela,0,neutral
Ugyjt2fCcVmKhdO-vEh4AaABAg,@iamloyal2170,whattttttt,1,0,2023-03-15T16:37:45Z,whattttttt,what,0,neutral
UgzUvITX1edv0OtSCrl4AaABAg,@zanderjuga,Wah wangy wangy,1,0,2023-03-15T15:52:14Z,Wah wangy wangy,wangy wangy,0,neutral
UgxHWX9kO7X8asuGE2h4AaABAg,@opaloktapiana3923,Astagfirullahaladzim what is this 😮😮😮  bro helpp me 😭😭😭😭,1,0,2023-03-15T15:39:30Z,Astagfirullahaladzim what is this bro helpp me,astagfirullahaladzim saudara laki-laki helpp,0,neutral
UgwCXryVxmz15fjJC294AaABAg,@anumkhayzu-rj9te,ko ky gni,1,0,2023-03-15T15:07:29Z,ko ky gni,ko seperti gni,1,positive
UgyyHSsbnlUh8HXOKa14AaABAg,@SUNNYs3290,gw benci homk tafi klo lesbong bisa dibicarakan lah 😁☝,1,0,2023-03-15T15:01:00Z,gw benci homk tafi klo lesbong bisa dibicarakan lah,saya benci homk tafi kalau lesbong dibicarakan,-1,negative
UgwqZmYhqkkwLa1i6XN4AaABAg,@emdeproduction1283,Gini dong. Tunjukkan indonesia,1,0,2023-03-15T14:59:55Z,Gini dong. Tunjukkan indonesia,gini tunjukkan indonesia,0,neutral
Ugwx9-5OiU6yG2YLqil4AaABAg,@PaintL-p1g,Ustad liat ustaad,1,0,2023-03-15T14:42:08Z,Ustad liat ustaad,ustad lihat ustaad,0,neutral
UgzS1HsJ7q9fFliR3rJ4AaABAg,@Ren_ibn2508,Mantau,1,0,2023-03-15T14:31:09Z,Mantau,mantau,0,neutral
Ugyo_HArIz6TMCI2xdl4AaABAg,@os2249,Waw cipok,1,0,2023-03-15T13:55:10Z,Waw cipok,waw cipok,0,neutral
UgxMw-Mlh4SrDop4nQF4AaABAg,@luckygirl2674,Kenapa freya mirip shalfa intm ya? Mereka ga sodaraan kan wkwk,1,0,2023-03-15T13:45:38Z,Kenapa freya mirip shalfa intm ya? Mereka ga sodaraan kan wkwk,freya shalfa intm sodaraan tertawa,0,neutral
Ugw8HOIPue1pOJ4AYvF4AaABAg,@dimasdwin3288,mampir yg lg rame 😁😁🙏,1,0,2023-03-15T13:39:34Z,mampir yg lg rame,mampir yang lagi ramai,-1,negative
UgwlWQ8svGAucTr1Ptp4AaABAg,@CarpeDiem-vo5pj,Oversexualizing minor and fetishizing lgbt,1,0,2023-03-15T13:34:09Z,Oversexualizing minor and fetishizing lgbt,oversexualizing minor fetishizing lgbt,0,neutral
UgxILQrhtFWzh88IU914AaABAg,@DixaSo,MARSHAA sumpaahh kerennn bangett,1,0,2023-03-15T12:40:48Z,MARSHAA sumpaahh kerennn bangett,marshaa sumpaahh keren bangett,1,positive
UgyD2UetYq2EK1GddvF4AaABAg,@asepsulaeman4675,Astagfirullah berdosa sekali,1,0,2023-03-15T12:27:32Z,Astagfirullah berdosa sekali,astagfirullah berdosa,-1,negative
UgxKCOIsOxnPYmczUw94AaABAg,@user-gy9dh8mu2u,beuuh,1,0,2023-03-15T12:10:14Z,beuuh,beuuh,0,neutral
UgyPVKe5P7bth339M8Z4AaABAg,@agipetals5427,Daijoubu desu ka?? Kore wa?? Sugoku subarashii..wawawawaw ngeyuri sebelum bln suci ramadhan.,1,0,2023-03-15T11:56:31Z,Daijoubu desu ka?? Kore wa?? Sugoku subarashii..wawawawaw ngeyuri sebelum bln suci ramadhan.,daijoubu desu kakak kore wa sugoku subarashiiwawawawaw ngeyuri bulan suci ramadhan,1,positive
UgxPEXxW6u2hxqfcR4F4AaABAg,@Syaaacutiee,Wtf??,1,0,2023-03-15T11:20:09Z,Wtf??,what the fuck,0,neutral
UgywXMujx6HfJA1bT-x4AaABAg,@momotarrolubby3082,Lagunya bagus tapi sgt amat Yuribait,1,0,2023-03-15T11:01:16Z,Lagunya bagus tapi sgt amat Yuribait,lagunya bagus sangat yuribait,2,positive
UgzICcDgIlvejgraMrJ4AaABAg,@Kiyomikha,Di tunggu versi Jepangnya,1,0,2023-03-15T11:00:56Z,Di tunggu versi Jepangnya,tunggu versi jepangnya,0,neutral
Ugxz97HPFLR_OYhvlEF4AaABAg,@ekiramadan1596,"Coba kalo masih ada ara , pasti chika sama ara di pilih juga",1,0,2023-03-15T10:59:43Z,"Coba kalo masih ada ara , pasti chika sama ara di pilih juga",coba kalau ara chika ara pilih,0,neutral
UgzWEWq5jivZFNpqllx4AaABAg,@FAZUAN_GAMERS,"Obat kangen kita ke lesty,",1,0,2023-03-15T10:12:54Z,"Obat kangen kita ke lesty,",obat kangen lesty,0,neutral
UgzrcCLp_F54RvpfpEN4AaABAg,@rahmatiatia-jf7cq,Wow,1,0,2023-03-15T10:01:24Z,Wow,wow,0,neutral
UgwEEq5COH6whFjrTuN4AaABAg,@syakir3816,Noooo wayyyyyyyy😢,1,0,2023-03-15T09:41:48Z,Noooo wayyyyyyyy,no way,0,neutral
UgxTDH3xuvr-tMle_Vp4AaABAg,@bayupermana379,LfG,1,0,2023-03-15T09:05:41Z,LfG,lfg,0,neutral
UgwGiwpi6Yt-gOEMIwh4AaABAg,@MasMas_Tanggung,"This is Indonesia guys, here the country has morals and religion, if you like secular Japan, it really doesn't fit here.",1,0,2023-03-15T09:05:17Z,"This is Indonesia guys, here the country has morals and religion, if you like secular Japan, it really doesn't fit here.",indonesia teman-teman country morals religion like secular japan really doesnt fit,0,neutral
UgxyD2ATyBwLqxxgbhl4AaABAg,@tEddyakabEpapatkutusmulyana,Kapan elo ke dEwata lagi nyEd?,1,0,2023-03-15T08:44:06Z,Kapan elo ke dEwata lagi nyEd?,elo dewata nyed,0,neutral
Ugx0uufi8US9iVqMZHB4AaABAg,@IdupAKB48MampusJKT48,Dah wajah mu jelEk dan mErah kEk kebakar beneran EntE.,1,0,2023-03-15T08:34:21Z,Dah wajah mu jelEk dan mErah kEk kebakar beneran EntE.,deh wajah mu jelek merah seperti kebakar beneran ente,0,neutral
UgxSfLxuIq1VtrV2P254AaABAg,@IdupAKB48MampusJKT48,Nadjies.,1,0,2023-03-15T08:29:58Z,Nadjies.,nadjies,0,neutral
Ugx7x_pYDN4iPyAkPhx4AaABAg,@nihilistblues5994,https://youtu.be/HYd9B6YvIHM Blasphemy - Bring Me The Horizon,1,0,2023-03-15T08:08:11Z,https://youtu.be/HYd9B6YvIHM Blasphemy - Bring Me The Horizon,blasphemy bring horizon,0,neutral
Ugwn9ZtEFiOr_nnm50R4AaABAg,@ajisantika1_,Go go,1,0,2023-03-15T08:05:25Z,Go go,go go,0,neutral
UgxsFaxr9jhWa8NkuiV4AaABAg,@alwinrais5834,Kurang2i lagu haramnya ya jot 🙃,1,0,2023-03-15T08:01:11Z,Kurang2i lagu haramnya ya jot,kurangi lagu haramnya jot,1,positive
Ugycs9kDvVYMfbuiSwp4AaABAg,@unibon19,ini view nya ngefreze?,1,0,2023-03-15T07:22:06Z,ini view nya ngefreze?,view ngefreze,0,neutral
Ugw0KtVOAMtI2Bb7gWh4AaABAg,@dncmedia8876,Transingggg,1,0,2023-03-15T07:05:06Z,Transingggg,transing,0,neutral
Ugz3YCGoz9BusC-gV5B4AaABAg,@unibon19,kalian keren,1,0,2023-03-15T06:48:05Z,kalian keren,keren,1,positive
UgyR-wNuLRhRIqrJPV94AaABAg,@masangga_,WOAAHHH NICE 🥵🥵,1,0,2023-03-15T06:45:58Z,WOAAHHH NICE,woaah nice,1,positive
Ugwr6aqzwNaPStxPwjp4AaABAg,@dellasetyaa9447,Hah😧,1,0,2023-03-15T06:29:11Z,Hah,hah,0,neutral
Ugy1tq88xAxkpUsm5AJ4AaABAg,@devanogavintjandra,go internasional is real kah,1,0,2023-03-15T06:12:05Z,go internasional is real kah,go internasional real,0,neutral
UgzOGYpGsu75ThPSsut4AaABAg,@malikarjun238,Macha skrng bininya 4 😭😭😂,1,0,2023-03-15T04:15:19Z,Macha skrng bininya 4,macha skrng bininya,0,neutral
UgwO9yokrzhj0x45NaJ4AaABAg,@adriansyahfaza5486,marshaaaaa,1,0,2023-03-15T04:03:59Z,marshaaaaa,marsha,0,neutral
UgwP3FMn4zxpxJIz0H14AaABAg,@Randomjkt48,TRENDING 1 GAIS KERENNN,1,0,2023-03-15T02:43:27Z,TRENDING 1 GAIS KERENNN,trend gais keren,1,positive
Ugxq93fcOgI8fkg3oEN4AaABAg,@chelseacell2478,agk ngeri ya bund,1,0,2023-03-15T02:32:45Z,agk ngeri ya bund,agk ngeri bund,-1,negative
UgxwiDLq39VEd54eZvt4AaABAg,@husnulyanwar,"kayak kajra re, bagus.",1,0,2023-03-15T02:13:07Z,"kayak kajra re, bagus.",kayak kajra bagus,1,positive
Ugw8mT7cfqLiB1U3lCt4AaABAg,@si-empraz,introny cocok buat iklan marjan,1,0,2023-03-15T02:05:27Z,introny cocok buat iklan marjan,introny cocok iklan marjan,1,positive
Ugxad6DJnjKMC6UCosp4AaABAg,@ariefrobi3562,Kakaaaaak,1,0,2023-03-15T02:03:32Z,Kakaaaaak,kakak,0,neutral
Ugwm78_fu70ULYNuvvt4AaABAg,@13_mreskiefendi78,Keren sih ini,1,0,2023-03-15T02:03:19Z,Keren sih ini,keren,1,positive
Ugz1SxN0SG1WoPSvVa94AaABAg,@muhammadazizn1189,"Gilakkk kerennnn, sukak bangettt🤩",1,0,2023-03-15T01:59:27Z,"Gilakkk kerennnn, sukak bangettt",gilak keren sukak banget,1,positive
UgwU3e5IIL7gq2-4IY94AaABAg,@robertoreveluv2337,Makin oke,1,0,2023-03-15T01:45:01Z,Makin oke,oke,0,neutral
UgwDeNd-dbCUVgfbPh14AaABAg,@aqilahbalqis142,This song stuck in my head,1,0,2023-03-15T01:44:11Z,This song stuck in my head,song stuck head,0,neutral
UgxPAKZP3Vp3xTk6d8F4AaABAg,@anchaharyadianchaharyadi,wihhhh,1,0,2023-03-15T01:43:33Z,wihhhh,wih,0,neutral
Ugw3ZpHT28RKKIB3B094AaABAg,@Rana-o7z-z8v,CONGRATSSSS TRENDINGGGG 🔥🔥🔥🔥🔥🔥🔥,1,0,2023-03-15T01:43:14Z,CONGRATSSSS TRENDINGGGG,congrats trending,1,positive
Ugw5waO6s4Xw1J4zhgt4AaABAg,@aioliaful,Mantap Jeketi,1,0,2023-03-15T01:41:24Z,Mantap Jeketi,mantap jeketi,0,neutral
Ugw6A3ZURJMGXRUdCDJ4AaABAg,@iqbalojk4718,Beuuuhhhh,1,0,2023-03-15T01:38:25Z,Beuuuhhhh,beuh,0,neutral
Ugxl6cWJOi4wp39K2Kt4AaABAg,@tuanmudaeksaan5317,oh gini caranya biar trending satu,1,0,2023-03-15T01:33:10Z,oh gini caranya biar trending satu,oh gini biar trend,0,neutral
Ugx5gvJZ3RUwC6zCZ2x4AaABAg,@higan-fq7hb,LET'S GOO INDONESIA PRO LESBI TAPI HARUS CANTIK. LESBI TAPI MUKA DI BAWAH STANDAR HARUS DI BOIKOT APALAGI GAY IYUHHH.,1,0,2023-03-15T01:23:56Z,LET'S GOO INDONESIA PRO LESBI TAPI HARUS CANTIK. LESBI TAPI MUKA DI BAWAH STANDAR HARUS DI BOIKOT APALAGI GAY IYUHHH.,lets goo indonesia profesional lesbi cantik lesbi muka standar boikot gay iyuh,1,positive
UgwVe4tPwUAdOYdV2G14AaABAg,@siskafenia8589,masyallah ukhti,1,0,2023-03-15T01:02:21Z,masyallah ukhti,masyallah ukhti,0,neutral
UgwBXIT3xcaWsX0bdh94AaABAg,@uwuuunyajkt48,Anjjjj trending 1 cukkk,1,0,2023-03-14T23:53:56Z,Anjjjj trending 1 cukkk,anj trend cuk,0,neutral
UgwXDwYNn5uQS8lcYPx4AaABAg,@mahbul,Aku udah nonton 4x,1,0,2023-03-14T21:34:07Z,Aku udah nonton 4x,sudah nonton x,0,neutral
UgwvSCsNj4vwkQj3yyB4AaABAg,@adichandras3139,Wuaah trending 1,1,0,2023-03-14T21:26:36Z,Wuaah trending 1,wuaah trend,0,neutral
Ugyzz-Wc2xFjH0KO2kZ4AaABAg,@rezawaslod9098,Bisa di ewe,1,0,2023-03-14T21:14:24Z,Bisa di ewe,ewe,0,neutral
Ugzmb0hV3YmZ5noMdQ14AaABAg,@asnawisafara6361,Goo matchaa,1,0,2023-03-14T18:09:58Z,Goo matchaa,goo matchaa,0,neutral
Ugy_e0ZaqNFsAFl-YbR4AaABAg,@kucinggangsebelah8459,wedeh,1,0,2023-03-14T18:09:21Z,wedeh,wedeh,0,neutral
UgwJ7jQ0XeMaQE2b5B54AaABAg,@pekerjaNegriSipall,titip nama #syahniaDewiAnastasya,1,0,2023-03-14T17:45:26Z,titip nama #syahniaDewiAnastasya,titip nama,0,neutral
Ugx3Hx8FPp9_6OtLGkB4AaABAg,@mrizkimaulidan,mantapable,1,0,2023-03-14T17:37:19Z,mantapable,mantapable,0,neutral
UgzdJSUfWKJyTZXqWpF4AaABAg,@helenam.7037,matcha harem,1,0,2023-03-14T17:27:37Z,matcha harem,matcha harem,0,neutral
UgxTAHryjhlATFfljLN4AaABAg,@ricardoagif6377,gila keren abis 🔥🔥🔥,1,0,2023-03-14T17:19:24Z,gila keren abis,gila keren habis,1,positive
UgxDK9J1jM9-G2FHRpd4AaABAg,@anonim-bn5ho,Arrggggghhhh kerennn,1,0,2023-03-14T17:10:51Z,Arrggggghhhh kerennn,arrgh keren,1,positive
UgwXKWXu2u75sDHkcjh4AaABAg,@nighmare8965,Trendingkan,1,0,2023-03-14T17:06:46Z,Trendingkan,trendingkan,0,neutral
UgycPPOMMvc7SPezHat4AaABAg,@boyaries3297,"Good night guys, have nice dream.",1,0,2023-03-14T17:01:04Z,"Good night guys, have nice dream.",good night teman-teman nice dream,2,positive
Ugzy5qB94hgtjnQ0uzV4AaABAg,@woora333,wtf,1,0,2023-03-14T17:00:31Z,wtf,what the fuck,0,neutral
